dateTime,authorName,Message
2022-12-20 20:23:56,softverse tech,นายพล ล้นกองทัพ ระดับ พล. ร. อ. เป็นโฆษก omg ! Thailand
2022-12-20 20:23:56,Kukiya Nenaissance,กล้องวงจรปิดรอบเรือมีไหมครับ แบบต่างประเทศก็มี
2022-12-20 20:23:57,คนช่างฝัน,ใช่คับ
2022-12-20 20:23:57,ชูชาติ สาสกุล,คนตายนักการเมืองเงียบกริบ
2022-12-20 20:23:58,𝙊𝙫𝙚𝙧` 𝘿𝙤𝙨𝙚,กูแค้นแทน ญาติคนสูญเสีย
2022-12-20 20:24:03,sawadeekrab2022,เรือรบไทยเเพ้คลื่นชายฝั่ง :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:
2022-12-20 20:24:07,Jenny Somwang,อะเน่เชน์รวอตอับยูน
2022-12-20 20:24:11,ปืนกําลังจะโหด,เดี่ยวว เรือ teamwork 
2022-12-20 20:24:13,sawadeekrab2022,เรือรบไทยเเพ้คลื่นชายฝั่ง :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:
2022-12-20 20:24:14,นะโม ตาสวด,เรือมีนะกล่องดำ
2022-12-20 20:24:17,siamwit theerasasawat,พูดง่ายๆถ้าลูกเรือตายจะหาสาเหตุไม่ได้ว่าจมได้ไง
2022-12-20 20:24:20,เหมียวคุง,ลูกเรือตาย....ผู้การเรือรอด???
2022-12-20 20:24:22,Kukiya Nenaissance,ผบ.ทร.จะรับผิดชอบเรื่องนี้ยังไง
2022-12-20 20:24:25,TRWTS,ถ้าเกิดสงครามกลางทะเล เรือรบไทย จะรอดสักลำไหมเนี่ย ???
2022-12-20 20:24:26,softverse tech,เรืออัปปาง เกิดจากธรรมชาติ
2022-12-20 20:24:26,ปืนกําลังจะโหด,เค้ามีเทคโนโลยีไปไหนแล้วววท่าน
2022-12-20 20:24:29,U Ice,สุดท้ายก้อแถแล้วโยนความผิดให้น้ำทะเล ตามสันดาน.....!! ีเหตุครั้งนึงก้อประชุมหาแนวทางแฉ
2022-12-20 20:24:30,mata purra,อยากรู้คำตอบว่านำเรือออกไปทำอะไร ใช้วิทยุฟังข่าวหรือไงไม่รู้ว่ามีคลื่นลมแรง
2022-12-20 20:24:43,𝙊𝙫𝙚𝙧` 𝘿𝙤𝙨𝙚,ดักดาน งบมหาศาล ต้องมานั่งจด
2022-12-20 20:24:44,นะโม ตาสวด,เรือรบไม่มีกล่องดำ? ขนส่งธรรมดายังมีเลย
2022-12-20 20:24:45,sawadeekrab2022,เรือรบไทยเเพ้คลื่นชายฝั่ง :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:
2022-12-20 20:24:48,หว่าง เอวใว,จะพูดเพื่ออะไร ไปหาคนผิดมารับผิดชอบและรับโทษสิ พูดไปเรื่อย:thinking_face::thinking_face::thinking_face:
2022-12-20 20:24:49,Nathapong,ต้นเรือ ยังหาไม่เจอ ผู้การเรือ อยู่บนฝั่งล่ะ
2022-12-20 20:24:50,vs,สงสารครอบครัวที่เขาสูญเสียมาก เป็นกำลังใจให้ทุกครอบครัว:two_hearts::two_hearts::two_hearts:
2022-12-20 20:24:52,Siva Ksmitt,เดี๋ยว มือจดเลยเหรอ
2022-12-20 20:25:01,Jenny Somwang,ขัตนิการสเรอะส.ว.
2022-12-20 20:25:04,𝙊𝙫𝙚𝙧` 𝘿𝙤𝙨𝙚,แก้ตัวไปเรื่อย
2022-12-20 20:25:05,บรู๊ค ลินน์ NY,สอบสวนไปก้อไลฟ์บอย หาผู้รับผิดไม่ได้ สุดท้ายก้อหายไปกับสายน้ำวน จมสู่ก้นทะเล
2022-12-20 20:25:16,Nathapong,ผู้การเรือ มานั่งสัมภาษณ์แล้ว ต้นเรือยังหาไม่เจอ
2022-12-20 20:25:18,Gunnewtype,ทำไมชูชีพไม่พอ
2022-12-20 20:25:20,บรู๊ค ลินน์ NY,ฮิ้ววว
2022-12-20 20:25:21,แผ่นดิน ( ͡~ ͜ʖ ͡°),อยากรู้ว่า ผบ.เรือสุโขทัย ยังอยู่มั้ย? ไม่เห็นออกมาให้ข่าว
2022-12-20 20:25:30,阿三,เสื้อชูชีพไม่มีเอาแกลลอน+ยางในรถมอเตอร์ไซค์ไปแทนนะ
2022-12-20 20:25:31,sawadeekrab2022,เรือรบไทยเเพ้คลื่นชายฝั่ง :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:
2022-12-20 20:25:32,𝙊𝙫𝙚𝙧` 𝘿𝙤𝙨𝙚,เรื่องนี้ ธรรมชาติ ต้องรับโทษแน่นอน
2022-12-20 20:25:33,mata purra,ไม่ได้ถามอายุใช้งานเรือ โทษน้ำทะเล อีกแล้ว
2022-12-20 20:25:45,ปิยะ,มั่วซั่ว
2022-12-20 20:25:47,TRWTS,ลมหนาวแรง เกิดคลื่นในทะเล เรือรบไทยจม กรรม !!!!
2022-12-20 20:25:55,sawadeekrab2022,เรือรบไทยเเพ้คลื่นชายฝั่ง :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:
2022-12-20 20:25:56,teeuzi channel,ประเมินสถานการณ์ผิดพลาดเต็มๆ
2022-12-20 20:25:58,นะโม ตาสวด,อ่าวทำไมไม่มีกล่องดำ เรือขนส่งสินค้ายังมีเลย
2022-12-20 20:25:59,softverse tech,ผบ เรือ ได้ขึ้นเรือหรือไม่ ?
2022-12-20 20:26:01,Nathapong,@แผ่นดิน ( ͡~ ͜ʖ ͡°) ผู้การ ขึ้นฝั่งมาแล้ว นั่งสัมภาษณ์แล้ว ต้นเรือยังหาไม่เจอ
2022-12-20 20:26:09,U Ice,ซื้อเรือแบบนี้ดีกว่าซื้ิิอกล่องเหล็กไม่มีเครื่องยนต์จากพวกเจ้กมากกว่าเยอะ
2022-12-20 20:26:11,หว่าง เอวใว,มียางในรถยนต์มือสองให้เช่า :love_you_gesture::love_you_gesture::love_you_gesture::love_you_gesture::love_you_gesture:
2022-12-20 20:26:13,sawadeekrab2022,เรือรบไทยเเพ้คลื่นชายฝั่ง :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:
2022-12-20 20:26:14,mata purra,เอาเรือออกไปทำอะไร มึงบอกให้ปชช.รู้ที
2022-12-20 20:26:15,𝙊𝙫𝙚𝙧` 𝘿𝙤𝙨𝙚,อัพเกรดอาวุธเต็มลำ แต่ไมาอัพเกรด การสื่อสาร
2022-12-20 20:26:18,momoka,ยศสูงสุดที่เสียชีวิตในเหตุการณ์นี้ ยศอะไรคะ
2022-12-20 20:26:18,nai_ok,ขาดงบบำรุงซ่อมแซมไหม ลองย้อนไปดูงบย้อนหลังดูไหม
2022-12-20 20:26:19,บรู๊ค ลินน์ NY,มูลค่าเท่าไหร่เรือลำนี้ ชดใช้มาเรยน๊ะ นี่คือภาษีปชช.
2022-12-20 20:26:21,เหมียวคุง,ผบ.เรือสุโขทัย หนีก่อน ปล่อยลูกเรือ ตาย??
2022-12-20 20:26:29,Kukiya Nenaissance,หรือความจริงแล้วอยากให้มันจมทั้งเรือทั้งกำลังพลโดยไม่อยากให้เป็นข่าวครับ
2022-12-20 20:26:29,sasat0ru,แล้วเดินเรือแต่แรก ทำใม
2022-12-20 20:26:34,ปิยะ,บ่ถามอุตุบ่ครับท่าน
2022-12-20 20:26:40,sawadeekrab2022,เรือรบไทยเเพ้คลื่นชายฝั่ง :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:
2022-12-20 20:26:43,Kukiya Nenaissance,อ้าวยังไง ไหนบอกเป็นตายเท่ากัน
2022-12-20 20:26:45,Narong Charoenying,บอกความจริงประชาชน นำทหารขึ้นเรือมากเกินความจุของเรือหรือเปล่า
2022-12-20 20:26:49,Gunnewtype,สืบสวนกันเอง
2022-12-20 20:26:51,แผ่นดิน ( ͡~ ͜ʖ ͡°),ผบ.เรือสุโขทัย ชื่ออะไร?
2022-12-20 20:26:54,𝙊𝙫𝙚𝙧` 𝘿𝙤𝙨𝙚,ตอนซึนามิมา เขาหลักโดนคืนเต็มๆ เเต่เรื่อไม่จม
2022-12-20 20:26:57,ตะวัน ตันตระกูล,พูดคำว่าขอโทษเป็นกันมั้ยครับ
2022-12-20 20:26:57,TRWTS,นี่ถ้าเกิดการปะทะกัน กลางทะเล เรือรบไทยจะรอดกี่ลำ
2022-12-20 20:26:57,Benjaporn Benjaporn,เรือรบจมเพราะคลื่นชายฝั่ง เครื่องบินรบเฝ้าน่านฟ้าก็หลับ ประเทศไทยยุคทหารปกครอง 555
2022-12-20 20:26:58,sawadeekrab2022,เรือรบไทยเเพ้คลื่นชายฝั่ง :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:
2022-12-20 20:26:59,阿三,มีภาระกิจเร่งด่วนอะไรทำไมต้องเอาเรือออก
2022-12-20 20:27:00,ไสว กาบแก้ว,เอาไปซื้อเรือดำน้ำหมดแล้วชูชีพรอไว้ภายหลัง
2022-12-20 20:27:05,Chalermchai Suchin,คลื่นลมแรง เรือเล็กงดออกจากฝั่งนะ
2022-12-20 20:27:07,softverse tech,8 ปี เรืออัปปาง
2022-12-20 20:27:12,Amnuay Ps,ลมแรง ให้เรือออกไปทำไมค่ะ
2022-12-20 20:27:13,yozaa channel,งบไปกับเรือดำน้ำหมด ได้มาก็ไม่เครื่อง
2022-12-20 20:27:13,Alip_ Ba_Ta,เป็นกำลังใจ แต่ต้องถามว่าเหตุ พลาดได้ไง
2022-12-20 20:27:18,Afnan Ghazalee,ปกติก่อนออกเรือ ไม่มีการพยากรณ์อากาศเลยหรอครับ?
2022-12-20 20:27:21,kong28880,พูดง่ายๆ กองทัพไม่มีวันผิดครับ
2022-12-20 20:27:22,นายขนมครก,บางเรื่องโดสพูดถูกแต่ยังไงก็ไม่ชอบโดส
2022-12-20 20:27:23,sawadeekrab2022,เรือรบไทยเเพ้คลื่นชายฝั่ง :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:
2022-12-20 20:27:26,Once again,นี่ยังไม่ออกรบเลยนะ ถ้าไปรบจริงๆจะสู้ใครเค้าได้
2022-12-20 20:27:26,softverse tech,20 ปี สิ้นชาติ
2022-12-20 20:27:28,U Ice,กระป๋องเหล็กที่สั่งซื้อมาจากเจ้กแดงแนะนำเอาไปทำปะการังเถอะก่อนจะมีเหตุครั้งต่อไป
2022-12-20 20:27:27,กิตติ กิตติวัฒน์,ทำไมไม่ได้ข่าวว่าเรือประมงไม่มีล่ม
2022-12-20 20:27:29,นายขนมครก,:face-orange-frowning::face-orange-frowning::face-orange-frowning::face-orange-frowning:
2022-12-20 20:27:38,𝙊𝙫𝙚𝙧` 𝘿𝙤𝙨𝙚,การออกเรือทุกครั้ง มีความเสี่ยง
2022-12-20 20:27:40,mata purra,คุณออฟถาม ซิว่านำเรือออกไปทำอะไร ตอนคลื่นแรง
2022-12-20 20:27:43,somprasong chompasak,เรือรบมีอยู่แล้วไม่ดูแลเอาใจใส่แต่กลับดึงดันจะเอาเรือดำน้ำอย่างเดียว
2022-12-20 20:27:49,TRWTS,เรียกประยุทธมาถามหน่อย ซุ่มอยู่ทำไม
2022-12-20 20:27:50,Kukiya Nenaissance,ทำไมใช้เวลาประเมินนานครับ ทั้งที่เรือเอียงไป 60% และทำไมกัปตันเรือไม่ตัดสินใจสละเรือ
2022-12-20 20:27:50,ชัยพร ศรีสุวรรณ,อย่าลืมนะ ถ้าเรือดำน้ำ ดำไม่โผล่ ตายยกลำ นะ !
2022-12-20 20:27:51,เอก เอกกุล,:face-orange-frowning::face-orange-frowning::face-orange-frowning:
2022-12-20 20:27:54,ดาวเนปจูน ข้อ(三)FAIYEN⛩️🔥,@แผ่นดิน นาวาโท พิชิตชัย เถื่อนนาดี
2022-12-20 20:27:58,sawadeekrab2022,เรือรบไทยเเพ้คลื่นชายฝั่ง :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:
2022-12-20 20:28:01,Nikom Sawetchaiyawat,ทำไมไม่รีบนำชูชีพหรือแพยางไปส่งให้เรือสุโขทัยเมื่อกำลังพลไม่มีชูชีพครบคน
2022-12-20 20:28:02,บรู๊ค ลินน์ NY,ตลกว่ะ
2022-12-20 20:28:05,ภูสระดอกบัว444 ลําเซบาย,เลือกเรือ ไม่เหมาะกับ sea state หรือเปล่า
2022-12-20 20:28:09,วัฒนา ไชยารัตน์,กระจอกแท้วะเรือรบกันนำ้เรือรบกันน้ำไม่ได้เอาไปเผาทิ้งเลยเอาไปเผาทิ้งเลยอับอายขายขี้หน้ารู้สึกเสียงอายถึงนั่นความปลอดภัยไม่มีหายเห*้ยอะไรเลย
2022-12-20 20:28:09,Gunnewtype,เรือดำน้ำไม่ได้แก้ตัวแบบนี้นะ
2022-12-20 20:28:10,thunwa prakobsrikul,ภารกิจของเรือสุโขทัย คือไปร่วมงานวันเกิด ที่ชุมพร ครับ
2022-12-20 20:28:16,mata purra,ฟังคำตอบแล้วกูงง โทษลมแรง แล้วเอาเรือออกไปทำหาหอยอะไร
2022-12-20 20:28:16,Nathapong,@แผ่นดิน ( ͡~ ͜ʖ ͡°) นาวาโท พิชิตชัย เถื่อนนาดี นั่งสัมภาษณ์กับนักข่าวแล้ว
2022-12-20 20:28:18,momoka,อ่าว ไหนบอกเดิรทางร่วมพิธี 
2022-12-20 20:28:21,U Ice,เสียเวล
2022-12-20 20:28:23,TRWTS,ประยุทธ รมต.กลาโหมทำอะไรอยู่ ??
2022-12-20 20:28:25,softverse tech,เรือรบ เทียบเท่าเรือประมง
2022-12-20 20:28:30,sawadeekrab2022,เรือรบไทยเเพ้คลื่นชายฝั่ง :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:
2022-12-20 20:28:38,แผ่นดิน ( ͡~ ͜ʖ ͡°),ขอบคุณครับ :ok_hand:
2022-12-20 20:28:38,ปิยะ,ผมขอโทษผมรับผิดคนเดียวชายชาติทหารใจๆแหน่
2022-12-20 20:28:43,siamwit theerasasawat,พายุแรงแล้วยังออกไปให้ล่มอะไรวะนี่
2022-12-20 20:28:43,momoka,ไม่ได้ออกเดินทางไปร่วมพิธีเหรอคะ
2022-12-20 20:28:44,𝙊𝙫𝙚𝙧` 𝘿𝙤𝙨𝙚,สรุป คือ พยายามเอาไปเทียบ โยงเหตุการณ์ กับเรือสินค้าล่ม ของเราเลยต้องล่มตามหรอ ไอ้เวน:face_with_hand_over_mouth:
2022-12-20 20:28:49,JrAEK Dc,:shortcake::hot_beverage:
2022-12-20 20:28:51,บรู๊ค ลินน์ NY,เรือล่ม แต่ ปชช. ตาสว่าง
2022-12-20 20:28:51,somprasong chompasak,กำลังพลที่สูญเสียไปจะชดใช้ครอบครัวเขาเหล่านั้นอย่างไร.ทร.
2022-12-20 20:28:53,Chota San,งั้นใช้เรือประมงแทน
2022-12-20 20:28:55,阿三,เสื้อชูชีพไม่พอเอาแกลลอน+ยางในรถ
2022-12-20 20:28:57,TRWTS,ประยุทธ ทำอะไรอยู่ ??
2022-12-20 20:28:59,ณัฐพล นิลยนิมิต,แรงตรงไหนยังถ่ายคลิปสบายๆ
2022-12-20 20:29:00,แจ็ค แบคเบิร์ด,แต่ตอนนั้นใช้เรือจักรีนฤเบศรซึ่งมีระวังขับน้ำซึ่งใหญ่กว่านี้
2022-12-20 20:29:03,U Ice,ฟังมาพักนึงสรุปแล้วมีแต่เรื่องแถปัดให้พ้นหัวตัวเองทั้งนั้น
2022-12-20 20:29:05,นายขนมครก,คลื่นลมแรงเอาเรือออกไปทำไม ออกไปก็ช่วยใครไม่ได้อยู่ดี มีใครแจ้งอะไรรึปล่าว
2022-12-20 20:29:06,Phanupong Saisin,แดกงบไปให้เมียน้อยหมดใช่มั้ยท่าน
2022-12-20 20:29:09,softverse tech,คนตาย ก็ตายไป
2022-12-20 20:29:10,Chalermchai Suchin,ร่มชูชีพไร
2022-12-20 20:29:11,sawadeekrab2022,ระดับคลื่นชายฝั่งตามฤดูกาล :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:
2022-12-20 20:29:12,𝙊𝙫𝙚𝙧` 𝘿𝙤𝙨𝙚,เรือมีรอยรั่วไหม ถามมันหน่อย
2022-12-20 20:29:17,นะโม ตาสวด,เรือเล็กควรงดออกจากฝั่ง :backhand_index_pointing_left: ชื่อเพลง
2022-12-20 20:29:19,Nathapong,โฆษก เรือเขาใช้กันทั่วโลก ถ้าแพ้คลื่นอ่าวไทย ทะเลอังกฤษไม่โหดกว่านี้หรือ?
2022-12-20 20:29:20,Pakaphon Phetsong,เสื้อชูชีพรึเปล่า
2022-12-20 20:29:22,Pankawin Kanpiyaphpkhin,ถ้าภารกิจช่วยเหลือจริงๆจะเอา นย.กับสอ.รฝ.อีก30 นายไปเพื่ออะไร 
2022-12-20 20:29:23,คนช่างฝัน,คือไรร่มชุชีพ
2022-12-20 20:29:23,นายขนมครก,น่าสงสัย
2022-12-20 20:29:23,เหมียวคุง,เรือรบ หรือ เรือประมง วะเนี่ย เปราะบางเกิน
2022-12-20 20:29:30,ton hunter,ร่มชูชีพ...เครื่องบินนะจ๊ะ
2022-12-20 20:29:32,sawadeekrab2022,ระดับคลื่นชายฝั่งตามฤดูกาล:rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:
2022-12-20 20:29:35,Phanupong Saisin,ทำไมงบกองทัพถึงมากขึ้นทุกๆปี เอาไปใหนหมด
2022-12-20 20:29:39,TRWTS,เอาเรือประมง ไปเป็นเรือรบแทน
2022-12-20 20:29:43,JrAEK Dc,สมุทรสาคร / อากาศดีครับ
2022-12-20 20:29:43,Roo Wenter,แสดงว่าหลักฐานทั้งหมดอยู่ใต้ทะเลแล้ว คงมีแค่อควาแมนแล้วล่ะที่จะตรวจสอบหลักฐานได้
2022-12-20 20:29:43,softverse tech,เรืออัปปางก็ซื้อใหม่ ไม่ใช่ตังส์มัน
2022-12-20 20:29:44,mata purra,พิธีกร ถามโฆษกคนนี้ว่านำเรือออกไปทำอะไร แล้วทำไมไม่มีอุปกรณ์ครบ
2022-12-20 20:29:45,MARSOC,น้ำเข้าเรือได้ไงมันแปลกมากๆ
2022-12-20 20:29:45,𝙊𝙫𝙚𝙧` 𝘿𝙤𝙨𝙚,อ้าง แถ แก้ตัวไปเรื่อย ขาดคือขาด ร่มชูชีพ กองทัพไทยขยันตอบ เลี่ยงบาลี
2022-12-20 20:29:53,somprasong chompasak,ประมาท.ทร.
2022-12-20 20:29:53,Nathapong,เรือ เขา ขายกันทั่วโลก ไหมครับ?
2022-12-20 20:29:57,Kukiya Nenaissance,เอ้า ก็มีพร้อม แล้วหายไปไหน
2022-12-20 20:29:59,คนช่างฝัน,ทัพบกงบเยอะสุด
2022-12-20 20:30:02,sawadeekrab2022,ระดับคลื่นชายฝั่งตามฤดูกาล:rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:
2022-12-20 20:30:03,Alip_ Ba_Ta,ลูกน้องบอกขาด นายบอกเพียบ เชื่อใครดี
2022-12-20 20:30:07,Chota San,ถ้ามีพอ แล้วไม่ใช้ แสดงว่าไม่มีการฝึกซ้อมรับวิกฤติละเปล่า
2022-12-20 20:30:14,momoka,เหตุการณ์นี้จะมีผู้รับผิดชอบอย่างไรคะ
2022-12-20 20:30:15,softverse tech,เรือรบ เทียบเท่าเรือประมง
2022-12-20 20:30:16,เหมียวคุง,มี6แพ แต่ปล่อย ลอยคอ ร่วม30ชีวิต
2022-12-20 20:30:21,Winwinๆ RedRabbit,เดี๊ยวๆๆๆ พลทหารที่รอด เค้าบอก ภารกิจนี้ คือไปร้องเพลง วันอาภากร นะ ... เเล้ว ทำไมไม่ไปรถ ... ความเสียหาย มหาศาลนะ ร่วม 5 พันล้าน เเละ ขีวิตทหารอีก ล่ะ ....
2022-12-20 20:30:24,Nathapong,ประกอบที่เมกา แต่จม ที่อ่าวไทย เพราะคลื่นลมแรง
2022-12-20 20:30:26,𝙊𝙫𝙚𝙧` 𝘿𝙤𝙨𝙚,ไม่สมควรมีใครต้องตาย หากไม่ประมาท
2022-12-20 20:30:26,Phanupong Saisin,ไม่ฟังๆแล้ว ไร้สาระ
2022-12-20 20:30:30,หว่าง เอวใว,สืบ ปกปิด ปกป้อง แถ กอดคอกันรอด ระบบประเทศไทย ไม่สมกับเกิดเป็นชายชาติทหาร คนผิดรอด ประชาชนคนจ่ายค่าเสียหายและบุคลากรที่สูญเสีย เต็มๆ:love_you_gesture::love_you_gesture::love_you_gesture:
2022-12-20 20:30:39,nai_ok,กินยันเสื้อชูชีพ สุดท้ายที่ของบเพิ่ม เชื่อไหม
2022-12-20 20:30:44,my name is hwanyen,กรมอุทกศาสตร์ทหารเรือ ปล่อยเรือไปจม555
2022-12-20 20:30:45,นายขนมครก,ลูกน้องที่รู้เพราะอยู่หน้างานขึ้นมาไม่ทันได้แต่งเรื่อง ถ้าผมเป็นศาลผมเชื่อลูกเรือที่เพิ่งรอด
2022-12-20 20:30:47,U Ice,ทั้งชูชีพห่วงยางเรือยางแล้วมันหายไปไหนหรือของพวกนั้นสละเรือหนีไปก่อน
2022-12-20 20:30:50,Frank Income,ไปช่องไหนโดนบล็อก ทุกช่อง ทำไงดีครับ
2022-12-20 20:30:50,Bn it,กำลังพิมจะถามเลยครับ
2022-12-20 20:30:51,𝙊𝙫𝙚𝙧` 𝘿𝙤𝙨𝙚,เรือเขาไม่มีลิมิตหรอ ห้ามขึ้นเรือ หากร่มชูชีพไม่ครบตามจำนวน อ้างแต่สอบสวน
2022-12-20 20:30:55,กินเที่ยวสตอรี่ kintiewstory,กัปตันเรือ ไม่ได้เช็คก่อนออกเรือหรือว่า เสื้อมีไม่ครบ
2022-12-20 20:30:57,Sam Sung,อุบัติเหตุเกิดขึ้นได้ อย่ามัวต่อว่ากันเลย หาทางแก้ใขต่อไปเถอะ อย่าให้เกิดขึ้นอีก
2022-12-20 20:30:58,mata purra,ออกตระเวนอะไรเป็นร้อยกว่าคน ไม่มีเสื้อชูชีพอุปกรณ์ไม่ครบจะไปช่วยเรืออื่นได้ไง โอ้ยรับรายงาน
2022-12-20 20:30:58,阿三,ผบ.เรือประมาทมาก เจอคลื่นแรงควรให้ลูกเรือสวมเสื้อไว้รอเลย
2022-12-20 20:31:03,sawadeekrab2022,ระดับคลื่นชายฝั่งตามฤดูกาล:rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:
2022-12-20 20:31:06,Thailand사랑 태국,ชีวิตทหารและทุกชีวิตมีค่าครับ
2022-12-20 20:31:06,Winwinๆ RedRabbit,นายทหารคนนี้ เชื่อไม่ได้ ภารกิจ แค่ไปร้องเพลง พลทหาร ที่รอดบอกเเล้ว
2022-12-20 20:31:06,ดาวเนปจูน ข้อ(三)FAIYEN⛩️🔥,ศุโขทัยระทม
2022-12-20 20:31:11,แผ่นดิน ( ͡~ ͜ʖ ͡°),พิมพ์ถามก็โดยบล็อก
2022-12-20 20:31:19,TRWTS,ประยุทธสั่งสวดมนต์ด่วน !!!!
2022-12-20 20:31:20,เหมียวคุง,ถามแบบนี้ แถซะไปไม่เป็น เลย 
2022-12-20 20:31:22,ปิยะ,เหตุบ่เกิดบ่คิด
2022-12-20 20:31:23,Youre,เรือรบลำนี้ ต้องทำงานอยู่กลางทะเลตลอดหร่อครับ เพราะช่วงนี้ มรสุมเข้า ไม่น่าจะเสี่ยงออกไปนะ
2022-12-20 20:31:33,softverse tech,บายยย ไร้สาระ 
2022-12-20 20:31:35,sawadeekrab2022,ระดับคลื่นชายฝั่งตามฤดูกาล:rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:
2022-12-20 20:31:43,U Ice,สอบไปสิบมาภ้าผู้การเรือรอดก้อโยนความผิดให้เค้า้พื่อตัวเองรอด ตามสันดานนนนนนน
2022-12-20 20:31:45,mata purra,เอาเรือไปออกไปทำอะไร พูดให้ตรง
2022-12-20 20:31:46,𝙊𝙫𝙚𝙧` 𝘿𝙤𝙨𝙚,เรือจะไปช่วยคนอื่น แต่มีร่มชูชีพพอกำลังพล แต่เสือกรับคนเพิ่มอีก 30 ทั้งที่ไม่มีร่มสำรอง
2022-12-20 20:31:49,TRWTS,ประยุทธ สั่งสวดมนต์ด่วน
2022-12-20 20:32:00,Kukiya Nenaissance,อ้าว ท่านไม่มีข้อมูลได้ไง
2022-12-20 20:32:02,MONMON PARK,ไปทำอะไรเป็นร้อยคน
2022-12-20 20:32:11,Tiwapon Noiprapai,ยิ่งพูด ยิ่งทำให้ประชาชนกระะจ่าง ขอบคุณที่นำเรียน
2022-12-20 20:32:12,นายขนมครก,ระดับผู้นำต้องควบคุมดูแลต้องชัดเจนนะ ไม่งั้นลูกน้องฝากชีวิตกับเราไม่ได้ เราคนคุม
2022-12-20 20:32:12,แผ่นดิน ( ͡~ ͜ʖ ͡°),ผมพิมพ์เกี่ยวกับทหาร 30 คน โดนบล็อกหมด
2022-12-20 20:32:14,tiopfee,เวรกรรมไม่มีข้อมูล
2022-12-20 20:32:14,Worapanid Somjaiwong,ชีวิตที่เสียไป เงินเท่าไหร่ก็ทดแทนไม่ได้
2022-12-20 20:32:19,𝙊𝙫𝙚𝙧` 𝘿𝙤𝙨𝙚,แค่เรื่องเอาเรือออกไป ยังไม่กล้าพูดความจริง ตั้งแต่แรก
2022-12-20 20:32:23,sawadeekrab2022,ต่อไปก็ห้ามออกรบสภาวะคลื่นลมเเรงเดี๋ยวจม :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:
2022-12-20 20:32:24,Kukiya Nenaissance,แล้วรายชื่อกำลังพลทั้งหมดหละ ท่านมีไหมข้อมูล
2022-12-20 20:32:28,𝘾𝙝𝙖𝙞 𝘼𝙢𝙪𝙡𝙚𝙩,รู้ว่ามีพายุ ทำไมถึงนำเรือออก
2022-12-20 20:32:31,เหมียวคุง,ตอบง่ายจัง ยังไม่ได้รับรายงาน ...รอการสอบสวน รอตรวจสอบ 
2022-12-20 20:32:35,TRWTS,งบมหาศาล แต่ขาดเสื้อชูชีพ
2022-12-20 20:32:39,sawadeekrab2022,ต่อไปก็ห้ามออกรบสภาวะคลื่นลมเเรงเดี๋ยวจม :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:
2022-12-20 20:32:40,เอก เอกกุล,:face-orange-frowning::face-orange-frowning::face-orange-frowning:
2022-12-20 20:32:43,เดินตากฝน กับคนที่ไม่รู้จัก,ท่านจะกู้เรือขึ้นมามั้ยท่าน
2022-12-20 20:32:43,mata purra,ไปทำอะไร กำลังพลร้อยกว่าคน กูงง ไม่ได้รับรายงาน
2022-12-20 20:32:44,TempleThai2020,ยังไม่ได้รบเรือล่ม..เรือรบน่ะไม่ใช่เรือแจว..มันล่มง่ายล่มดายจัง....แถมมีทหารจมน้ำตายเพราะไม่มีชูชีพ..รู้ไปถึงไหนอายไปถึงนั่น..
2022-12-20 20:32:45,ชายเล็ก ฟาร์ม Chailek Farm,ถึงมีก็ไม่ถึงทหารผู้น้อย
2022-12-20 20:32:45,MARSOC,ระบบป้องกันน้ำเข้าในเรือมันดันไม่ทำงานทั้งหมดอีกาบอกมา
2022-12-20 20:32:50,momoka,ถ้าไปรบจริง พลทหารไม่ตายกันมากกว่านี้เหรอคะ น่ากลัวมากๆ
